"","gdp","gdp_growth","cpi","cpi_growth","SPX Index","AAPL UW Equity","ABC UN Equity","ABMD UW Equity","ABT UN Equity","ADBE UW Equity","ADM UN Equity","ADSK UW Equity","AFL UN Equity","AIG UN Equity","AJG UN Equity","ALB UN Equity","ALK UN Equity","ALL UN Equity","AMAT UW Equity","AMGN UW Equity","ANSS UW Equity","AON UN Equity","AOS UN Equity","APD UN Equity","ATO UN Equity","ATVI UW Equity","AVB UN Equity","AVY UN Equity","AXP UN Equity","AZO UN Equity","BA UN Equity","BAC UN Equity","BAX UN Equity","BBWI UN Equity","BBY UN Equity","BDX UN Equity","BEN UN Equity","BF/B UN Equity","BIIB UW Equity","BK UN Equity","BLL UN Equity","BMY UN Equity","BRK/B UN Equity","BSX UN Equity","BWA UN Equity","C UN Equity","CAG UN Equity","CAH UN Equity","CAT UN Equity","CB UN Equity","CCL UN Equity","CERN UW Equity","CHD UN Equity","CI UN Equity","CINF UW Equity","CL UN Equity","CLX UN Equity","CMA UN Equity","CMCSA UW Equity","CMI UN Equity","CMS UN Equity","CNP UN Equity","COF UN Equity","COO UN Equity","COP UN Equity","COST UW Equity","CPB UN Equity","CPRT UW Equity","CPT UN Equity","CSCO UW Equity","CTAS UW Equity","CTRA UN Equity","CTXS UW Equity","CVS UN Equity","CVX UN Equity","D UN Equity","DD UN Equity","DE UN Equity","DHI UN Equity","DHR UN Equity","DIS UN Equity","DISH UW Equity","DLTR UW Equity","DOV UN Equity","DRE UN Equity","DRI UN Equity","DTE UN Equity","DUK UN Equity","DVA UN Equity","EA UW Equity","ECL UN Equity","ED UN Equity","EFX UN Equity","EIX UN Equity","EL UN Equity","EMN UN Equity","EMR UN Equity","EOG UN Equity","EQR UN Equity","ES UN Equity","ESS UN Equity","ETN UN Equity","ETR UN Equity","EVRG UN Equity","EXPD UW Equity","EXR UN Equity","F UN Equity","FAST UW Equity","FCX UN Equity","FDS UN Equity","FDX UN Equity","FISV UW Equity","FITB UW Equity","FMC UN Equity","FRT UN Equity","GD UN Equity","GE UN Equity","GILD UW Equity","GIS UN Equity","GL UN Equity","GLW UN Equity","GPC UN Equity","GWW UN Equity","HAL UN Equity","HBAN UW Equity","HD UN Equity","HES UN Equity","HIG UN Equity","HOLX UW Equity","HPQ UN Equity","HRL UN Equity","HSIC UW Equity","HSY UN Equity","HUM UN Equity","IBM UN Equity","IDXX UW Equity","IEX UN Equity","IFF UN Equity","INCY UW Equity","INTC UW Equity","INTU UW Equity","IP UN Equity","IPG UN Equity","ITW UN Equity","IVZ UN Equity","J UN Equity","JBHT UW Equity","JCI UN Equity","JKHY UW Equity","JNJ UN Equity","JPM UN Equity","K UN Equity","KEY UN Equity","KIM UN Equity","KLAC UW Equity","KMB UN Equity","KO UN Equity","KR UN Equity","L UN Equity","LEN UN Equity","LH UN Equity","LHX UN Equity","LIN UN Equity","LLY UN Equity","LMT UN Equity","LNC UN Equity","LOW UN Equity","LRCX UW Equity","LUMN UN Equity","LUV UN Equity","MAA UN Equity","MAS UN Equity","MCD UN Equity","MCHP UW Equity","MCK UN Equity","MDT UN Equity","MGM UN Equity","MLM UN Equity","MMC UN Equity","MMM UN Equity","MNST UW Equity","MO UN Equity","MRK UN Equity","MRO UN Equity","MS UN Equity","MSFT UW Equity","MSI UN Equity","NDSN UW Equity","NEE UN Equity","NEM UN Equity","NI UN Equity","NKE UN Equity","NLOK UW Equity","NOC UN Equity","NSC UN Equity","NTAP UW Equity","NTRS UW Equity","NUE UN Equity","O UN Equity","ODFL UW Equity","OKE UN Equity","OMC UN Equity","ORLY UW Equity","OXY UN Equity","PAYX UW Equity","PCAR UW Equity","PEAK UN Equity","PEG UN Equity","PENN UW Equity","PFE UN Equity","PG UN Equity","PGR UN Equity","PH UN Equity","PHM UN Equity","PKI UN Equity","PNC UN Equity","PNR UN Equity","PNW UN Equity","POOL UW Equity","PPG UN Equity","PPL UN Equity","PSA UN Equity","PSX UN Equity","PTC UW Equity","PVH UN Equity","QCOM UW Equity","RCL UN Equity","RE UN Equity","REGN UW Equity","RHI UN Equity","RJF UN Equity","ROL UN Equity","ROST UW Equity","RTX UN Equity","SBUX UW Equity","SCHW UN Equity","SHW UN Equity","SIVB UW Equity","SJM UN Equity","SLB UN Equity","SNA UN Equity","SNPS UW Equity","SO UN Equity","SPG UN Equity","SPGI UN Equity","STT UN Equity","SWK UN Equity","SWKS UW Equity","SYY UN Equity","T UN Equity","TECH UW Equity","TFC UN Equity","TFX UN Equity","TGT UN Equity","TJX UN Equity","TMO UN Equity","TRMB UW Equity","TROW UW Equity","TRV UN Equity","TSCO UW Equity","TT UN Equity","TXT UN Equity","TYL UN Equity","UDR UN Equity","UHS UN Equity","UNH UN Equity","UNP UN Equity","USB UN Equity","VFC UN Equity","VMC UN Equity","VNO UN Equity","VRTX UW Equity","VTR UN Equity","VZ UN Equity","WAB UN Equity","WAT UN Equity","WEC UN Equity","WELL UN Equity","WFC UN Equity","WHR UN Equity","WM UN Equity","WMB UN Equity","WMT UN Equity","WST UN Equity","WY UN Equity","XOM UN Equity","XRAY UW Equity","ZBRA UW Equity","ZION UW Equity"
"gdp",0.000106828899623524,7.13861936240187e-05,-0.00336050896443386,2.17984284560891e-05,-1.58982268139396e-05,0.000113108800694358,-0.000151814085774834,-0.000503787692375941,-0.000307011328577755,-9.69187561351794e-06,-5.93054023402717e-05,7.44602406361493e-05,-0.000100594338526494,5.52219531867266e-06,-0.000161367030414899,-7.76306189119667e-05,-4.88968974693963e-05,0.000105116321574423,-0.000187691192954477,-3.53223205904837e-05,0.000316097580017564,-0.000190124740163428,-3.24928880600872e-05,0.000246931782030249,0.000323708018907969,3.45003198571771e-05,-0.000170987863897056,0.000123721427706887,-8.06513127063632e-05,-5.89174121451374e-05,-8.42310209057725e-05,0.000234795328024045,0.00020448215701426,-0.000155677660186406,-3.50549366900587e-05,-0.000172877354893116,-0.000428393850012296,-0.00023530397194263,4.85591197792613e-05,-0.00011964590675615,-0.000323245201607255,-2.07193033276783e-05,-0.00062253497417833,0.000221066453184367,-0.000156166276810047,0,0.000270929369298012,5.06402758912086e-05,0.000121471803527071,-0.000415284972612959,-0.000190915927063605,0.000103983735444375,-0.000420674456958832,2.48182383171074e-05,-0.000271294345517009,-0.000640482112548101,-0.000502725286756854,-0.000207225626425557,-2.33092509184485e-05,-3.66778433305929e-06,0.000527845474087679,0.00029750240870712,-9.93250974314618e-05,-0.000152372451949015,-0.000184297326211381,-0.000122944058336389,-9.23028453853938e-05,-7.92591835937953e-06,8.03874583390855e-05,-0.000238063213970347,2.68352303097952e-05,-9.56054374143435e-05,-0.000108537962514423,-9.13034010124995e-05,-0.00015615025866714,-0.000220119005905305,0.000306420170738725,-0.00027807254371556,0.000104435798957227,-0.000360940051294324,0.000172411131251488,9.49364732426585e-05,-5.47338122345003e-05,0.000335614091013053,0.000487794502557864,-0.000347525352703509,0.000105091582172471,0.000277049949818564,3.21876489308395e-05,-4.74230526895266e-05,-0.000404211692075521,-1.30351175852391e-05,0.000139218589902837,-0.00017515379458964,0.000301046175334106,9.71143207518149e-05,8.00925444419514e-06,-0.000359314537617253,0.000196609894697427,0.000163064861761086,-0.000442224703441275,0.000181455519814849,-0.000215666510897378,0.000178419226429599,-0.000582900614172328,0.000105496187595003,0.000133042382547546,-8.2411606425987e-05,0.000429230354998319,-0.00023450081543254,3.2618746692365e-05,0.000266687499834499,0.00011557801797519,5.18239688481844e-05,-2.35002955884558e-06,-0.000329759191084059,0.000169436713343153,-0.000509686754773815,-5.59715145842444e-05,6.34220308012322e-06,-2.05456717781974e-05,0.000454461397282065,5.85684000585633e-05,-0.000364780542227386,0.000320940716191016,1.52446027691709e-05,0.000195183276908934,0,-9.70967302879297e-05,-0.000168694319925646,-4.71615635375364e-05,6.32121660598117e-05,-0.000466458664133425,0.000168152741386848,-0.000324626441937648,8.50871874351007e-05,1.8824913104574e-05,0.00031148419668946,-2.15889692464821e-05,-0.000106297734850361,0.000172395757442793,0.000777041288173025,0.000412142374502293,-0.000169937330650759,0.000302965550654987,0.000122999003667399,-5.98372961106132e-05,9.6532051419422e-05,3.02388622989144e-05,2.08042467688325e-05,4.26588680336384e-05,7.88206824652416e-05,0.00013322608639447,0.000229368518634046,3.70702782479979e-05,3.71914366628679e-05,1.25997218690749e-05,-2.88964673175237e-05,-1.21742256263187e-05,-0.000239287803879536,0.000124260216552688,-6.2464538254773e-05,-0.000636861584485169,0.000134312112946694,0.000250335993150731,0.000319668463990657,6.0020099903771e-05,-0.000197428936560561,4.15545121160513e-06,0.000390192685800067,4.2182703655541e-05,0.000481890252035769,-0.000345905955508348,-0.000522755726984463,3.51024543860334e-05,-2.58560997304798e-05,0.000114117122517815,-0.000145983581015782,0.000219861464143942,-0.000237683938614715,0.000184509161916133,0.000306421747166191,0.00014023496854897,0,-0.000409098178412849,-0.000223576773680517,0.000177884637138679,0.000379379565699652,-0.00041956000275217,-0.000218121988164942,0.000257015605135804,4.55031997610534e-05,-0.000496673310720748,-8.73649260740017e-06,0.00036723357850245,5.1116474595967e-05,-0.000170235419881588,-9.89800792559293e-05,-9.67054296002248e-05,-0.000107007242635008,2.61021302873245e-05,4.74658842050462e-05,-0.000221160305446298,-0.000288400273901822,0.000133382661179423,-0.000108008217560158,0.000108538828988912,-0.000357786906781334,-0.000194130656348605,-0.000141885843495869,-0.000538877975568743,-0.000264995092176959,-5.24789550383944e-05,-0.000292678042673166,0.000287351329908736,3.1144184439365e-05,-0.000138440959074265,-5.90378006184906e-05,-0.000270940276153416,0.000360285544985172,-5.18999378089054e-05,-0.000306964081596478,0.000105591766248836,0.000384461772948889,-6.96751849644398e-05,-0.000266026516558388,5.71226194354964e-05,-0.000376795274777531,-0.000166332335543803,-0.000120671770398856,-0.000197397934178957,-0.000243601546599858,0.000260365163126319,2.11918826145556e-06,-0.000216326976214317,-0.000105483376316334,8.67565405528894e-05,0.000280155219545126,4.57647728076241e-05,-0.000330163813859154,0.000433683106992747,0.000330870900822719,-0.000416875359100564,-6.84561218993112e-05,-0.000186272989442133,6.73570517108058e-05,0,2.45872096116754e-05,-0.000179037178126523,0.00014499142784848,9.34539846231342e-05,-0.000302179482992486,-0.000120297571545323,-0.000228818054393247,1.32302611728758e-05,0.000177419855852532,-0.000181600649381023,1.80396933886849e-06,0.000136480294271529,0.000227986791762948,0.000293017996506699,0.000204477974241413,-5.27321301810658e-05,0.000458937806438318,-8.78318407427085e-05,-0.000145384984761643,0.000304813273850257,-4.32620004499603e-05,0.000182849334995593,8.68966100078973e-06,-0.000409460742466698,0.000195895056048522,4.69042102379185e-05,3.26451073845123e-06,0.000170998740929708,9.48733974901683e-05,0.00015050890448826,0.000276414146857052,-0.00012986368382079,0.000145118424246038,0.000334151515475071,5.89939681401096e-06,-0.000400789987344987,2.78458779171381e-05,0.000314328903604177,-0.000322664508233951,-2.88487008119432e-05,-5.09943440242228e-05,-0.000171691408904065
"gdp_growth",7.13861936240187e-05,0.257441201259834,0,0,-0.00157328902447192,0,0,0,0,0.00696896751062226,0,0,0,-0.00110484379784148,0,0,0,0,0,-0.006517578833902,0,0,0,0.0017179092246452,0,0,0,0,-0.0128507410430784,-0.00241337689442241,-0.00148161041837819,0,0,0,0,0,0,0,0.00297246417478715,0.002757325156485,0,0,0.001012309943757,0,0,0.00307107881468764,0,0,0,0,0,0,0,0,0,-0.00104788534418862,-0.00945281784940544,0,0,0.00509048064299169,0,0,0,0,0,0.0178344681837393,0,0,0,0,0,0,0,0,0,0,0,-0.00609045795637769,0,0,0,0,0,0,0,0,0,0.0105719997994663,0,0,0,0,0,0,0,0,0,0,0,0,0.00666700540837977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298358004536802,0,0,0,0,0,0,0,0,0,0.0077357182937176,0,0,0,0,0,-0.00428921290382635,0,-0.00103842184085074,0,0,-0.000613236418964655,0.00125435533511907,0,0,0,0,0,0,0,0,0,0,-0.00420131633034236,0,0,0,0,-0.00254800308788654,-0.00181107254134518,0,0,0,0,-0.00901194636190421,0,0,0.0044025731580585,0.0035273283071969,0,0,0,0,0,0,0,0,0,-0.00364508673363464,0,0,0.00185316885712117,0,0,0,0,0,0,-0.0050700205122814,0,-0.000234424047605931,0,0,0,0,0,0,0,0,0.000521003278937883,0.00913479064489589,0,0,0,-0.00186007197490025,-0.00758004546133591,0,-0.000758523407268994,0,0,0,0,0,0,-0.00609816810496778,0,0,0,0.000795935016489707,0,0,0,0,0,0,0,-0.00229086959163158,-0.00497513776411301,0,0,-0.00581344429391135,-0.00141916660209017,0.00314378070066135,0,0,0,0,0,0,0,0,-0.00537615682680395,-0.00128994021623976,0.0108944044300727,0,0,0,0,-0.00189262352248415,0,0,0,0,0,0,0,0.00667231126406985,0,0,-9.10906587215736e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00411318192995946,0,0.00769555054513291,0.00466775639830297,0,0,0,0,0,0
"cpi",-0.00336050896443386,0,0.953165250929431,0,0.00181386925419268,0,0,0.00329310752112381,0,0,0,0,0,0,0,0,0,0,0,0,-0.00599085608782351,0,0,0,0,0,0,0,0,0.000621291107902766,0.00662460859009956,0,0,0,0,0,0,0,-0.00384202882778367,0,0,0,0,0,0,0.00257624560852625,0,0,-0.00491183214871104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00670493712309447,0,0,0,0,0.00411406517681869,0,-0.00423781333153527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107186611616875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00588101576681873,0,0,0,0,0,0,0,-0.00747947016399206,0,0,0,0,0,0,0,0,0,0,-0.00362035305748484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205344700299834,0,0,0,0,0,0,0,0,0,0,0,0.000807612077207623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612339147596855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114218897384084,0,7.65152216016978e-05,0,0,0,0,0,0,0,0,0,0,-0.00250897570899297,0,0,0,0.0016109222417753,0,0,0,0,0,0,-0.00537276664329484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00214950774717166,0,0,0,-0.00312614288750811,0,0,0,0.00477358632392969,0,0,0,0,0,0,0,0,0
"cpi_growth",2.17984284560891e-05,0,0,0.924204723722287,0,0,0,0,0,0,0,0,0,-0.0016486149402969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000812559097654971,0,0,0,0,0,0,0,0,0.00164984952021691,0,0,0,0,0,0,0.00338536301033177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360126620754437,0,0,0,0,0,0,0,0,0,0,0,-0.00352139648534366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000619906572894634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00422491492836519,0,0,0,7.04256039267363e-06,0.00149228830733866,0,0,-4.81543685035664e-05,0,0,0,0,0,0,0.00033187974873261,0,0,0,0,-0.00231188581649442,0,0,0,0,0,0,0,0,0,-0.00523554535966356,0,0,0,0,0,0,0,-0.00496319057132847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00344059069564557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65444193391397e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000370382038328934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPX Index",-1.58982268139396e-05,-0.00157328902447192,0.00181386925419268,0,0.0111371027013714,-0.00316109554030794,0.00300963693389191,-0.000374496750323502,-0.00221485982746466,-0.00395074635695034,-0.000301678755425115,-0.00242399327235998,0.00266126605333977,-0.000265041674903073,0.00413071265121538,-0.00117979185905045,0,-0.000994848510805347,-0.00217319221759746,-0.000336220440239064,-0.000934785253410707,-0.00261360476901832,0,-0.000253340263838959,-0.000797984284699183,0,-0.000734433137830936,-0.00238548285885729,-0.00571982743298003,0.00100422713534791,5.09308679582523e-05,0.000270083487791816,0.00078029529362897,-0.00349315945812328,-0.00401566715362717,-0.00340455831294552,-0.000739914761856999,-0.000242531423771163,0.000560661955818858,-0.00246997812190696,0.000280503746497614,-0.00250553867607258,-0.00223568550746552,-0.00103316576442713,-0.000543671692174452,-0.00088174992162194,0.00173787713247321,-0.00026348131798384,0,-0.000601439599635458,-2.02767906867287e-06,0,-0.000417853697354448,-0.000816399722236819,0.000837618024118966,-0.00135186787756107,-0.00177787751504636,-0.0013116646015497,-0.00361093497163795,0,-0.00355933053889558,-0.00179437727620773,0,0,-0.00127037670673263,-0.00315016121783671,-0.00139310971298348,-0.000782949773266638,0.00094523019553609,-0.0057260260440996,-0.00339059412661064,-0.00212990586226976,-0.000299460523766231,-0.00142665325179304,-0.00450492663070096,0.000821225231786661,-0.00357282695026178,0.00104680899336228,-0.00122988911308476,-0.00149983903239873,-0.0061876656996499,-0.000542994557032083,-0.00253199705716625,-0.00376602682998122,-0.00181313903647268,0,-0.000421045943485517,0.000900674869306029,0,0.000902846343379409,9.34507426660678e-05,-0.00453457011545521,0,-0.00259022086467861,-0.00342627326908766,0,-0.00240538224692857,8.95221543156563e-05,0,-0.00194092171014334,0.00154285957286376,0.000947104808015104,-0.00362783939687867,-0.00155097230956346,0.00256067848747418,-0.00102105673304538,-0.0099526063433121,0.00215571169569364,0,-0.00129430681947228,-0.00133607335088279,0,0.00217818626095008,-0.00056745338401986,0.000256236850781098,0.000817158671383421,-0.00431330635848239,-3.95807870844803e-05,0.00104701821400043,0.000607299663717965,-0.00658134431461403,0.000125275115464713,-0.0013599601314015,-0.00377790604227788,-0.00240003638898825,-0.00310130298501329,-0.000103872524871607,-0.00132305480727996,9.56564849692174e-05,-0.0066393452699723,0,0,0,-0.000514465104128786,-0.0044550527966297,-0.000183127025110533,-0.000164219515749713,-0.00281063857831353,-0.000776231666810135,-0.00782109849461781,-0.000926650720987601,-0.00207880729310107,-0.00438092571547392,-0.00520756354122332,0,0,0.00137956017716335,-0.000286266867798042,0.000949202333119484,-0.00105585984058762,-0.00282923133806291,-0.000906344227159079,-0.000526652835688375,0.000909851729780607,-0.00221278091923109,-2.0122991880046e-06,-0.00424139460344681,-0.00387572703742053,0,0.000234036700557756,0.00410568407607113,-0.000871193798880113,-0.00123715918404561,-0.00226405367078426,-0.000250244720370349,-0.00310062681118019,0.00131192317235438,-0.0024934796848765,-0.00360788922187534,0.000871167609373737,0,-0.00158439098507951,-0.00379664701046588,0,-0.00213114601582726,-0.000878375658358582,-3.64828217574693e-05,-0.000230780166017448,0,0.000331059290645178,0,-0.000780875339950327,-0.00622114262780205,-0.000760165840047347,-0.0040109415962065,-0.00929793518130151,-0.00498528454510681,-0.0014960666488183,-0.00196455877238498,0.00211250679380858,-0.00113557877309337,0,-0.000913128848859916,0.00122902523762293,-0.00190935176362322,0,-8.77212978996495e-05,0,0.0011727927890359,0,0.000495173933616145,-0.00387684386604236,-0.000588277621040233,0,-0.000183486259080323,0.000115701108685692,0.00154356272188143,-0.00253400436643587,0,-0.00574072054507597,-3.69803433518278e-05,-0.00114046651110612,-0.00145823192466673,0,-0.0027242239738725,0,-0.000337663960361069,1.86515814344364e-05,8.42071649898823e-05,-0.00328753711613145,2.75168359529242e-05,0,-0.00136552243586722,-6.37636471383756e-06,0,0,-0.0042173096031594,0.000701628252546367,-0.000754921284212302,-7.45131289466043e-05,-0.000585176156579649,0.000662552838293406,-0.000917550755452424,0,0.00244752929174258,-0.00423751422856574,-0.000931340833782446,-0.00254828889688239,0.00175198514819529,-0.00376501009760599,-0.00101810218352813,-0.00045334140660051,0.00530906576058481,-0.00233222046416454,-0.00205647455000638,-0.000509158755284748,0.000874164998941402,-0.00378256120801831,0.000149766057164354,-0.00573000054151607,-0.000470876071657888,0.00131607216663087,-0.00108722467013965,-0.00122142628361535,-0.000540017266048151,-0.00117852443743647,0.000346629613965797,-0.00290145654748518,0.000562169561961751,0.000732512586513025,-0.00189063594867051,-0.00676315119615421,-0.00226091034354815,0.00163284456079414,0.00123692548419279,-0.00120410823885538,-0.000806515471716997,-0.00649725118348491,-0.00171312753461172,-0.000977216076928798,-0.00300508232232163,-0.000485052449336956,0.00112273076700231,-0.00576262039946363,-0.00105588133006816,-0.00201131109503718,0,0,-0.000227200650576637,0.000207303787175071,-0.00125083935557542,-0.00444878355489643,-0.0019668709897777,-0.00393619024481019,-0.00175561799470281,-0.00201393381575911,0.000806009436585651,0.0020440611071054,-0.000827955554463359
"AAPL UW Equity",0.000113108800694358,0,0,0,-0.00316109554030794,0.324952600608524,0,0.000676143031957147,0,0,0,-0.00785945708385599,0,-0.000290591999285487,0,-0.0167868018817582,0,0,0.00211856972892786,0,-0.0231699495666198,0,0,0,0.0237165966923464,0,-0.00371638413123271,0,0,-0.000773971497796332,0.0115436201549219,0,0,0,0.0007091640404379,0.0142951947874716,0,0,0,0,0,0,0,0,0,0.0031244776051793,0,0,0,0,0,0,0,0,0,0,0.00131339172567436,0,0,-0.00120505945551917,0,0,0,0,0,-0.0121082106252706,0,0,0,0.00780255383218987,-0.0110051069462556,0.000512283258048392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00391152994848212,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00267549058149032,0,0,0,0.0114701213403174,0,0,0,-0.00218232684648503,0,0,0,0,0,0,0,0,0,0,0.0080012655126563,-0.00331556085500167,0,0,0.00408752496473881,0.0109053574281051,0,0,0,0,0,0.000813640520439725,-0.0134109165009579,-0.000902155293161571,-0.011754675894071,0.00457507169976,0.0178206416128515,0,0,0,0,0,0,0,0.00577326981984602,0,0,0,0.00237189091136647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018880172421711,0,0,0,0,0,0,0,0,0,0.00237096999131404,0,0,-0.0131316214740823,0,0,0,0,0,0.00562781722247505,0,0,-0.00730105788050951,0,0,0,0.00495213672444446,0,0,0,0,0,0,0,0.0221591408103988,0,0,0,0,0,0,-0.014080102780583,0,0,0,-0.000510945596321526,0,-0.000160523566708814,0,0,0,0,0,0,0.0084380997823306,0,0,0,-0.000223341189158829,0,0,0.000366446725863064,0,0,0,0,0,0,0.00260990662013484,-0.0316338456027805,0,0.00291884305731038,0,0,-0.00792543938193392,0,-0.0063263413565326,0,0,0,-0.0193079699813911,0,0,0,0,0.0034607791754626,-0.00449931511249962,0,-0.00738648024217585,0,0,0,0.00238914053191332,0,0,0,0,0,0,0,0,-0.0107386458830615,0,0,0,0,0,0,0.00926715291392161,0,0,0,0.00253486201707688,0.00354525696587445,-0.000967520478528931,0,0,0,0,0,0,0.0049397296177676
"ABC UN Equity",-0.000151814085774834,0,0,0,0.00300963693389191,0,0.19883815177357,0,0,0.000286351914410104,0,0,0,-0.00117710175395501,0,0.0112671471619022,-0.0167048729976675,0,0,0,-0.00941135687619685,0,0,0,0,0,-0.00127780750569048,0,0,0.000784681905633375,-0.00358643366033338,0,0,-0.0250178729783557,0,0,-0.00171433297205049,0,-0.00827531497660483,0,0,0,0.00136397578069538,0.00550934396945656,-0.00144322520703995,0.00209562567930322,0,-0.0365236603821377,0,0,0,-0.0054817396773283,0,-0.0106890933840359,0,0,-0.0101979022398059,0,0,0,0,0.00159152709001943,0.00402155765362236,-0.00152594124742183,0,-0.00752918026514937,0,0,0,0,0.0125843149055278,0,0,0,0,0,0,-0.0053287896627773,0,0,-0.00190370253372978,-0.0024187100805464,0,0,0,-0.00786725682187873,0,0,0,0,0,0,-0.0169919302603209,0.00639745502936797,0,0.00928775182154592,0,0,-0.0214798786771211,0,0,-0.013141732329604,0,0.00912736570105787,0,0,0,0,0,-0.0149162132361436,0.00380861232165742,0,0,0.00439429521402414,0,0,0.00419545529868467,0,0,0.00672038236661723,0,0,0,0,0,-0.00987078686794301,-0.000517213113876298,0,0,0,0,0,0,0,0,0,0,0,-0.00688766630871462,0,0,0,0,0,0,0,0,0,-0.000684919312702327,0,0,0,0,0,0,0,0,-0.0243315319706755,0,0,-0.00310221986998836,0,0,0.0037464274574645,0.00159282019291834,0,-0.00873000761317327,0,0,-0.00394087563309552,0.000912362570469106,0,0,0,-0.0136191684244967,0,0,0.00288753032154574,0,0,0,0,0,0,0,0,-0.00437239815918715,0,0,0.00570704763727748,0,0,0.000805497452742264,0,0,-0.000881939059150192,0.005926555374692,0,0,-0.00858218040388554,0.0017744987544899,0,0.00732542748384534,0,0,0,0,0,0,0,0,0,0,0,0.00569363012250184,0,0,0,0.00565761716969377,0,0.000420054358260168,0.000620069710205045,0,0,0.000284581482406664,0.00743366321141075,0,0,-0.000605196486003836,0,0,0,0,-0.00410898335793857,0,0,0,-0.00737126329088061,-0.00754269956541201,0,0,0,0,0.00592010540415159,-0.000885407735252448,0,0,-0.0102119420336253,0,0,-0.00171434264417512,0,0.00271881420577031,0,0,0.00036401279849185,0,0,0,0,0,0,-0.000909734749882938,0,-0.00268994551222452,0.00332055164521167,0,0,0,0,-0.00512828923958228,-0.00636028828006718,0,0,-0.00632875533812688,0,0.000512603244417677,0,0,-0.00955408957219337,0,0,0,0,0,0.00365962503631821,0,0,0
